fips,reporting_ratio,reporting_ratio_lower,reporting_ratio_upper,color
54067,1.0204081632653061,0.9183673469387755,1.2448979591836735,#FDAE61
54069,1.1494845360824741,0.9845360824742269,1.3969072164948453,#FDAE61
54071,0.7333333333333333,0.5333333333333333,1.0666666666666667,#006837
54073,0.8181818181818182,0.5454545454545454,1.5454545454545454,#66BD63
54075,0.6363636363636364,0.45454545454545453,1,#006837
54077,1.3157894736842106,0.7719298245614035,2.263157894736842,#F46D43
54079,0.9680851063829787,0.723404255319149,1.702127659574468,#66BD63
54081,0.9277456647398844,0.8583815028901735,1.0491329479768785,#66BD63
54083,1.1590909090909092,1,1.5113636363636365,#FDAE61
54085,1.125,0.375,2.125,#FDAE61
54087,0.7391304347826086,0.6086956521739131,1.391304347826087,#006837
54089,0.6,0.4,1.3,#006837
54091,1.0416666666666667,0.6666666666666666,1.875,#FDAE61
54093,1.1666666666666667,0.3333333333333333,2.6666666666666665,#FDAE61
54095,0.5714285714285714,0.5714285714285714,1.5714285714285714,#006837
54097,1.38,0.98,2,#F46D43
54099,1.121212121212121,0.6666666666666666,2.3636363636363638,#FDAE61
54101,2.2222222222222223,1,5.444444444444445,#D73027
54103,0.8095238095238095,0.6190476190476191,1.2380952380952381,#66BD63
54105,3,1.3333333333333333,6.333333333333333,#A50026
54107,0.9198606271777003,0.8432055749128919,1.0522648083623694,#66BD63
54109,0.8823529411764706,0.35294117647058826,2,#66BD63
55001,1.9411764705882353,0.8235294117647058,3.9411764705882355,#D73027
55003,1.6904761904761905,1.3095238095238095,2.1666666666666665,#F46D43
55005,1.391304347826087,1.0326086956521738,1.9021739130434783,#F46D43
55007,0.9,0.5,2,#66BD63
55009,0.9771689497716894,0.9208523592085236,1.0547945205479452,#66BD63
55011,7,2,18,#A50026
55013,0.9428571428571428,0.7428571428571429,1.6,#66BD63
55015,1.0888888888888888,0.8222222222222222,1.4222222222222223,#FDAE61
55017,1.1573033707865168,0.797752808988764,1.6179775280898876,#FDAE61
55019,2.9074074074074074,1.8518518518518519,3.9444444444444446,#A50026
